날짜,키워드,노출수,클릭수,클릭률,클릭비용,총비용,전환수,전화율
2024-01-30,플라스틱 재활용,7584,325,23.335384615384616,38,12350,3091,0.10514396635393077
2024-01-30,재활용의 중요성,862,645,1.3364341085271318,26,16770,2711,0.23791958686831427
2024-01-30,재활용 아이디어,4525,3269,1.3842153563780972,19,62111,2090,1.5641148325358851
2024-01-30,재활용 교육,4076,3844,1.060353798126951,72,276768,1061,3.6229971724787937
2024-01-30,재활용 법률,8803,6609,1.3319715539415948,49,323841,1513,4.368142762723067
2024-01-30,재활용 분리 배출,210,166,1.2650602409638554,112,18592,1693,0.0980507974010632
2024-01-30,재활용 센터,4457,4066,1.0961633054599114,64,260224,624,6.516025641025641
2024-01-30,재활용 쓰레기,8276,6429,1.2872919583138902,5,32145,354,18.161016949152543
2024-01-31,재활용 쓰레기,8354,920,9.080434782608696,63,57960,147,6.258503401360544
2024-01-31,재활용 교육,3049,336,9.074404761904763,147,49392,2596,0.12942989214175654
2024-01-31,재활용 통계,1609,1324,1.2152567975830815,193,255532,639,2.071987480438185
2024-01-31,재활용 분리 배출,3974,2489,1.5966251506629168,199,495311,193,12.896373056994818
2024-01-31,재활용의 중요성,4902,416,11.783653846153847,185,76960,2561,0.16243654822335024
2024-01-31,재활용 아이디어,6865,5863,1.170902268463244,79,463177,2991,1.9602139752591106
2024-01-31,재활용 방법,4048,3666,1.1042007637752318,130,476580,602,6.089700996677741
2024-01-31,플라스틱 재활용,4324,3505,1.2336661911554923,27,94635,98,35.765306122448976
2024-01-31,재활용 법률,4000,2788,1.4347202295552368,189,526932,1679,1.6605122096486005
2024-01-31,재활용 센터,4211,3337,1.2619118969133953,49,163513,2472,1.3499190938511327
2024-02-01,재활용 통계,3471,285,12.178947368421053,2,570,1309,0.21772345301757068
2024-02-01,플라스틱 재활용,4932,2857,1.7262863143157159,29,82853,133,21.481203007518797
2024-02-01,재활용의 중요성,4137,1267,3.265193370165746,89,112763,2928,0.4327185792349727
2024-02-01,재활용 방법,2057,1295,1.5884169884169883,171,221445,1936,0.668904958677686
2024-02-02,재활용 법률,683,117,5.837606837606837,97,11349,1798,0.06507230255839822
2024-02-02,재활용 아이디어,525,160,3.28125,146,23360,2047,0.07816316560820713
2024-02-02,재활용 쓰레기,9393,4987,1.883497092440345,173,862751,2865,1.7406631762652705
2024-02-02,재활용 교육,417,114,3.6578947368421053,77,8778,2768,0.041184971098265896
2024-02-02,재활용 방법,4154,3395,1.2235640648011783,193,655235,618,5.493527508090615
2024-02-02,재활용 센터,8154,147,55.46938775510204,56,8232,1158,0.12694300518134716
2024-02-02,재활용 분리 배출,6075,2539,2.392674281213076,27,68553,374,6.788770053475936
2024-02-03,재활용 법률,3619,813,4.451414514145141,133,108129,1700,0.47823529411764704
2024-02-04,재활용 방법,2286,1598,1.4305381727158948,83,132634,2480,0.6443548387096775
2024-02-04,재활용 센터,3095,546,5.668498168498169,31,16926,1630,0.33496932515337424
2024-02-04,재활용 분리 배출,565,302,1.8708609271523178,171,51642,2086,0.14477468839884947
2024-02-04,플라스틱 재활용,1659,886,1.8724604966139955,162,143532,709,1.2496473906911143
2024-02-04,재활용의 중요성,1105,887,1.245772266065389,110,97570,2964,0.2992577597840756
2024-02-04,재활용 법률,944,163,5.791411042944786,74,12062,2099,0.07765602667937113
2024-02-04,재활용 통계,9182,5116,1.7947615324472244,109,557644,2152,2.3773234200743496
2024-02-04,재활용 쓰레기,5292,3390,1.5610619469026548,152,515280,1681,2.016656751933373
2024-02-04,재활용 교육,3110,2963,1.049611879851502,18,53334,2752,1.076671511627907
2024-02-05,재활용의 중요성,8920,1235,7.222672064777328,44,54340,1755,0.7037037037037037
2024-02-05,재활용 통계,5815,4882,1.1911102007374028,48,234336,2870,1.7010452961672473
2024-02-05,재활용 교육,3548,3259,1.0886775084381712,186,606174,415,7.853012048192771
2024-02-06,재활용 교육,7660,6422,1.1927748364995328,147,944034,766,8.383812010443863
2024-02-06,재활용 아이디어,5257,1875,2.803733333333333,10,18750,1283,1.461418550272798
2024-02-06,재활용의 중요성,9755,2297,4.246843709185895,85,195245,794,2.892947103274559
2024-02-06,재활용 법률,3165,2615,1.2103250478011471,170,444550,1607,1.627255756067206
2024-02-06,재활용 쓰레기,2000,1288,1.5527950310559007,40,51520,305,4.222950819672131
2024-02-07,재활용 방법,7045,5519,1.2764993658271426,53,292507,219,25.200913242009133
2024-02-07,재활용 쓰레기,9571,4303,2.2242621426911455,55,236665,1076,3.9990706319702602
2024-02-07,재활용의 중요성,9620,5491,1.75195774904389,134,735794,384,14.299479166666666
2024-02-07,재활용 통계,9929,4075,2.436564417177914,127,517525,2123,1.9194536033914271
2024-02-07,재활용 법률,6959,5594,1.2440114408294602,163,911822,2437,2.295445219532212
2024-02-08,재활용 쓰레기,3474,124,28.016129032258064,183,22692,297,0.4175084175084175
2024-02-08,재활용 센터,9195,6102,1.5068829891838742,164,1000728,2253,2.7083888149134485
2024-02-09,재활용 법률,8057,4066,1.9815543531726512,92,374072,2155,1.8867749419953597
2024-02-10,재활용 교육,9028,2613,3.455032529659395,19,49647,389,6.717223650385604
2024-02-10,재활용 센터,4094,3069,1.3339850114043663,197,604593,686,4.473760932944606
2024-02-10,재활용 법률,9809,2007,4.887394120577977,193,387351,1073,1.8704566635601119
2024-02-10,재활용 분리 배출,9996,6694,1.4932775619958172,34,227596,1563,4.282789507357646
2024-02-10,플라스틱 재활용,6670,1851,3.603457590491626,74,136974,1330,1.3917293233082706
2024-02-10,재활용의 중요성,9359,3293,2.8420892802915274,23,75739,1846,1.7838569880823403
2024-02-10,재활용 쓰레기,2499,1471,1.698844323589395,24,35304,582,2.527491408934708
2024-02-10,재활용 방법,5218,1450,3.5986206896551725,147,213150,2672,0.5426646706586826
2024-02-10,재활용 통계,3490,2691,1.2969156447417316,30,80730,1138,2.3646748681898067
2024-02-10,재활용 아이디어,8454,6001,1.4087652057990334,77,462077,1572,3.8174300254452924
2024-02-11,재활용의 중요성,1384,1093,1.2662397072278133,160,174880,425,2.571764705882353
2024-02-11,재활용 아이디어,8062,2399,3.3605669028761986,139,333461,3054,0.7855271774721676
2024-02-11,재활용 쓰레기,207,5,41.4,45,225,2967,0.0016852039096730705
2024-02-11,플라스틱 재활용,3848,752,5.117021276595745,180,135360,1505,0.49966777408637875
2024-02-11,재활용 교육,6049,5349,1.1308655823518414,140,748860,833,6.421368547418967
2024-02-11,재활용 법률,504,367,1.3732970027247957,139,51013,1118,0.3282647584973166
2024-02-11,재활용 센터,8830,5307,1.66384021104202,22,116754,1137,4.667546174142481
2024-02-11,재활용 방법,6959,516,13.486434108527131,180,92880,2372,0.2175379426644182
2024-02-11,재활용 분리 배출,3946,2847,1.3860203723217421,30,85410,863,3.298957126303592
2024-02-12,재활용 센터,1667,1660,1.0042168674698795,123,204180,1901,0.873224618621778
2024-02-12,재활용 교육,2543,417,6.09832134292566,176,73392,2625,0.15885714285714286
2024-02-12,재활용 통계,8590,760,11.302631578947368,155,117800,1537,0.494469746258946
2024-02-12,재활용 분리 배출,2741,1512,1.812830687830688,174,263088,942,1.605095541401274
2024-02-12,재활용 방법,3892,3600,1.0811111111111111,141,507600,2193,1.6415868673050615
2024-02-12,재활용 쓰레기,372,226,1.6460176991150441,124,28024,1456,0.15521978021978022
2024-02-12,재활용의 중요성,5499,4272,1.2872191011235956,122,521184,1260,3.3904761904761904
2024-02-12,재활용 법률,8362,6700,1.2480597014925374,93,623100,2257,2.968542312804608
2024-02-12,플라스틱 재활용,7234,7163,1.0099120480245707,65,465595,1395,5.134767025089606
2024-02-12,재활용 아이디어,9193,2049,4.486578818936066,102,208998,753,2.7211155378486054
2024-02-13,재활용 교육,3528,711,4.962025316455696,22,15642,2478,0.28692493946731235
2024-02-14,재활용 분리 배출,1462,107,13.663551401869158,44,4708,924,0.11580086580086581
2024-02-14,재활용 통계,6760,10,676.0,109,1090,491,0.020366598778004074
2024-02-14,재활용 교육,1618,1151,1.4057341442224154,73,84023,2211,0.5205789235639982
2024-02-14,재활용의 중요성,4723,3516,1.343287827076223,149,523884,1163,3.0232158211521925
2024-02-14,재활용 방법,9068,6304,1.4384517766497462,108,680832,1327,4.7505651846269785
2024-02-14,재활용 센터,9334,6608,1.4125302663438257,196,1295168,955,6.9193717277486915
2024-02-14,재활용 아이디어,5364,5166,1.038327526132404,10,51660,2214,2.3333333333333335
2024-02-15,플라스틱 재활용,2046,566,3.614840989399293,96,54336,1406,0.40256045519203415
2024-02-16,재활용 교육,864,380,2.2736842105263158,64,24320,2223,0.17094017094017094
2024-02-16,재활용의 중요성,1598,1365,1.1706959706959708,92,125580,2569,0.5313351498637602
2024-02-16,플라스틱 재활용,6646,58,114.58620689655173,166,9628,2477,0.023415421881308032
2024-02-16,재활용 쓰레기,6243,4348,1.4358325666973322,11,47828,1718,2.530849825378347
2024-02-16,재활용 통계,3034,2192,1.3841240875912408,9,19728,2277,0.9626701800614844
2024-02-16,재활용 아이디어,3483,2563,1.3589543503706594,119,304997,202,12.688118811881187
2024-02-16,재활용 분리 배출,9965,9193,1.0839769389753073,147,1351371,1822,5.0455543358946215
2024-02-16,재활용 법률,3704,2692,1.37592867756315,107,288044,1637,1.6444715943799633
2024-02-16,재활용 방법,1506,1252,1.2028753993610224,176,220352,1489,0.8408327736736064
2024-02-16,재활용 센터,2811,119,23.6218487394958,42,4998,2662,0.04470323065364388
2024-02-17,플라스틱 재활용,5410,539,10.037105751391465,98,52822,2090,0.2578947368421053
2024-02-17,재활용 법률,8041,6870,1.1704512372634643,26,178620,961,7.148803329864724
2024-02-18,재활용의 중요성,4416,2063,2.1405719825496847,192,396096,2089,0.9875538535184298
2024-02-18,재활용 분리 배출,952,649,1.4668721109399077,154,99946,1718,0.3777648428405122
2024-02-18,재활용 교육,8108,1929,4.203214100570244,45,86805,1257,1.5346062052505967
2024-02-18,재활용 센터,112,62,1.8064516129032258,24,1488,1781,0.03481190342504211
2024-02-19,재활용 아이디어,4545,1874,2.4252934898612595,1,1874,350,5.354285714285714
2024-02-19,재활용 분리 배출,9873,9795,1.0079632465543644,196,1919820,2518,3.8899920571882447
2024-02-19,플라스틱 재활용,7522,1449,5.191166321601104,56,81144,1240,1.168548387096774
2024-02-19,재활용의 중요성,3475,1245,2.791164658634538,122,151890,2798,0.44496068620443174
2024-02-19,재활용 통계,448,398,1.1256281407035176,117,46566,2845,0.13989455184534272
2024-02-19,재활용 센터,7757,4547,1.705959973608973,99,450153,806,5.641439205955335
2024-02-19,재활용 법률,6309,3257,1.9370586429229353,66,214962,861,3.7828106852497094
2024-02-19,재활용 방법,8830,7965,1.1086001255492781,90,716850,2450,3.2510204081632654
2024-02-19,재활용 쓰레기,2554,720,3.547222222222222,121,87120,2905,0.24784853700516352
2024-02-20,재활용 센터,5539,231,23.97835497835498,114,26334,2836,0.08145275035260931
2024-02-20,재활용 법률,2515,129,19.496124031007753,98,12642,993,0.1299093655589124
2024-02-20,플라스틱 재활용,7248,6115,1.1852820932134096,124,758260,1590,3.8459119496855347
2024-02-20,재활용 교육,3537,2967,1.1921132457027301,4,11868,1531,1.937949052906597
2024-02-20,재활용의 중요성,2582,534,4.835205992509363,134,71556,1240,0.4306451612903226
2024-02-20,재활용 분리 배출,5401,3497,1.5444666857306262,129,451113,1352,2.5865384615384617
2024-02-20,재활용 방법,9431,866,10.890300230946883,92,79672,1488,0.581989247311828
2024-02-20,재활용 아이디어,3497,3406,1.0267175572519085,177,602862,226,15.070796460176991
2024-02-20,재활용 통계,930,882,1.054421768707483,117,103194,2040,0.4323529411764706
2024-02-21,재활용 통계,4737,2205,2.148299319727891,80,176400,2247,0.9813084112149533
2024-02-21,재활용 법률,3126,608,5.141447368421052,0,0,1947,0.3122752953261428
2024-02-21,재활용 방법,7184,3495,2.0555078683834047,129,450855,1684,2.07541567695962
2024-02-21,재활용 쓰레기,6303,3012,2.0926294820717133,170,512040,501,6.0119760479041915
2024-02-21,재활용 교육,2610,999,2.6126126126126126,106,105894,183,5.459016393442623
2024-02-21,재활용 센터,5344,3247,1.6458269171542963,95,308465,1844,1.7608459869848156
2024-02-22,플라스틱 재활용,1476,1416,1.0423728813559323,196,277536,1659,0.8535262206148282
2024-02-22,재활용 분리 배출,3369,1407,2.394456289978678,172,242004,2191,0.6421725239616614
2024-02-22,재활용 쓰레기,7610,6958,1.0937050876688703,36,250488,3042,2.287310979618672
2024-02-22,재활용 방법,1147,122,9.401639344262295,142,17324,1667,0.07318536292741452
2024-02-22,재활용 통계,5044,636,7.930817610062893,68,43248,1009,0.6303270564915758
2024-02-22,재활용 센터,2859,103,27.75728155339806,112,11536,1703,0.060481503229594835
2024-02-22,재활용 법률,6893,3164,2.1785714285714284,167,528388,2361,1.3401101228293095
2024-02-22,재활용 아이디어,1568,1242,1.2624798711755234,72,89424,2732,0.4546120058565154
2024-02-22,재활용의 중요성,2447,299,8.183946488294314,108,32292,2470,0.12105263157894737
2024-02-22,재활용 교육,6505,5808,1.1200068870523416,153,888624,2253,2.577896138482024
2024-02-23,재활용 통계,9660,3109,3.1071083949823093,67,208303,982,3.1659877800407332
2024-02-24,플라스틱 재활용,1175,1114,1.05475763016158,128,142592,115,9.68695652173913
2024-02-24,재활용 분리 배출,7308,1705,4.286217008797654,62,105710,2227,0.7656039515042659
2024-02-24,재활용의 중요성,6208,2063,3.009209888511876,65,134095,1483,1.3910991233985166
2024-02-24,재활용 아이디어,8055,2553,3.155111633372503,188,479964,1038,2.459537572254335
2024-02-24,재활용 센터,2104,603,3.4892205638474296,171,103113,1543,0.39079714841218405
2024-02-24,재활용 통계,6870,2135,3.217798594847775,186,397110,1256,1.6998407643312101
2024-02-25,재활용 통계,3186,2172,1.4668508287292819,28,60816,2080,1.0442307692307693
2024-02-25,플라스틱 재활용,7939,4849,1.6372447927407714,24,116376,3014,1.6088254810882547
2024-02-25,재활용 법률,1877,1511,1.242223692918597,110,166210,1084,1.3939114391143912
2024-02-25,재활용 교육,5415,574,9.433797909407666,194,111356,700,0.82
2024-02-25,재활용 분리 배출,4752,265,17.932075471698113,30,7950,1579,0.16782773907536416
2024-02-25,재활용의 중요성,5472,1279,4.278342455043003,138,176502,982,1.3024439918533606
2024-02-25,재활용 방법,8044,3310,2.4302114803625376,48,158880,2072,1.5974903474903475
2024-02-25,재활용 쓰레기,6202,1932,3.210144927536232,170,328440,100,19.32
2024-02-26,재활용 교육,6192,4839,1.2796032238065715,10,48390,1783,2.713965227145261
2024-02-26,재활용 통계,7120,2862,2.4877707896575822,30,85860,1322,2.1649016641452343
2024-02-27,재활용 법률,8699,5191,1.6757850125216722,89,461999,1578,3.2896070975918885
2024-02-27,재활용 교육,7944,3072,2.5859375,14,43008,733,4.190995907230559
2024-02-27,재활용의 중요성,7196,1276,5.639498432601881,66,84216,432,2.9537037037037037
2024-02-27,재활용 분리 배출,4301,4028,1.067775571002979,151,608228,1137,3.542656112576957
2024-02-27,재활용 아이디어,93,11,8.454545454545455,24,264,2397,0.00458906967042136
2024-02-27,재활용 통계,8139,4136,1.9678433268858802,190,785840,2586,1.5993812838360402
2024-02-28,재활용 아이디어,1197,310,3.861290322580645,176,54560,1748,0.17734553775743708
2024-02-28,재활용 쓰레기,9641,1618,5.958590852904821,13,21034,2662,0.6078136739293765
2024-02-29,재활용 분리 배출,8114,6471,1.2539020244166281,44,284724,2556,2.5316901408450705
2024-02-29,재활용 통계,2493,1678,1.4856972586412396,198,332244,2807,0.5977912361952262
2024-02-29,재활용 법률,5963,5089,1.171742975044213,183,931287,3019,1.6856575024842664
2024-02-29,재활용 센터,4903,4357,1.125315584117512,179,779903,2563,1.6999609832227858
2024-03-01,플라스틱 재활용,6035,3332,1.8112244897959184,166,553112,1938,1.719298245614035
2024-03-01,재활용의 중요성,7217,445,16.217977528089886,11,4895,1715,0.2594752186588921
2024-03-01,재활용 법률,9545,402,23.743781094527364,165,66330,1828,0.21991247264770242
2024-03-02,재활용 방법,3790,112,33.839285714285715,21,2352,3019,0.037098376946008614
2024-03-02,재활용 센터,3691,1340,2.7544776119402985,55,73700,2422,0.5532617671345995
2024-03-02,재활용 아이디어,9164,8316,1.101972101972102,148,1230768,1544,5.3860103626943
2024-03-02,재활용의 중요성,4056,3739,1.0847820272800215,104,388856,524,7.135496183206107
2024-03-02,재활용 분리 배출,1869,315,5.933333333333334,132,41580,94,3.351063829787234
2024-03-02,재활용 법률,2630,1846,1.4247020585048753,1,1846,992,1.8608870967741935
2024-03-02,플라스틱 재활용,5666,3912,1.4483640081799591,142,555504,1662,2.3537906137184117
2024-03-02,재활용 쓰레기,4917,1655,2.970996978851964,90,148950,1574,1.0514612452350698
2024-03-02,재활용 교육,7224,5511,1.3108328796951552,114,628254,1616,3.410272277227723
2024-03-02,재활용 통계,9404,3290,2.858358662613982,89,292810,2473,1.3303679741205015
2024-03-03,재활용 통계,6684,5474,1.2210449397150165,91,498134,1161,4.714900947459087
2024-03-03,재활용 분리 배출,6567,3765,1.7442231075697212,95,357675,324,11.62037037037037
2024-03-04,재활용 법률,7678,2520,3.0468253968253967,156,393120,332,7.590361445783133
2024-03-04,재활용 센터,3394,1878,1.807241746538871,27,50706,1923,0.9765990639625585
2024-03-04,플라스틱 재활용,8143,5774,1.410287495670246,9,51966,2228,2.5915619389587072
2024-03-04,재활용의 중요성,411,33,12.454545454545455,44,1452,549,0.060109289617486336
2024-03-04,재활용 방법,6766,6760,1.0008875739644971,65,439400,2382,2.837951301427372
2024-03-04,재활용 분리 배출,1662,1030,1.6135922330097088,91,93730,2564,0.4017160686427457
2024-03-04,재활용 교육,7382,6556,1.1259914582062234,83,544148,723,9.06777316735823
2024-03-04,재활용 아이디어,4673,1476,3.165989159891599,141,208116,536,2.753731343283582
2024-03-05,재활용 센터,1610,1359,1.1846946284032376,38,51642,1402,0.9693295292439372
2024-03-05,재활용 분리 배출,3253,1733,1.8770917484131564,25,43325,1660,1.0439759036144578
2024-03-05,재활용 아이디어,9972,1357,7.348563006632277,92,124844,2414,0.5621375310687655
2024-03-06,재활용 교육,8187,4153,1.971346014928967,73,303169,1682,2.4690844233055884
2024-03-06,재활용 통계,7116,1770,4.020338983050848,49,86730,314,5.6369426751592355
2024-03-06,재활용의 중요성,4175,448,9.319196428571429,92,41216,1029,0.43537414965986393
2024-03-06,재활용 센터,1762,1115,1.5802690582959642,95,105925,2534,0.44001578531965274
2024-03-06,재활용 쓰레기,7076,6806,1.0396708786364972,64,435584,3001,2.2679106964345217
2024-03-06,재활용 법률,2892,554,5.2202166064981945,82,45428,318,1.7421383647798743
2024-03-06,재활용 아이디어,8639,2124,4.067325800376648,166,352584,1690,1.2568047337278105
2024-03-06,재활용 분리 배출,7003,5654,1.2385921471524584,119,672826,24,235.58333333333334
2024-03-07,재활용 분리 배출,6871,2106,3.2625830959164293,171,360126,2982,0.7062374245472837
2024-03-07,재활용 센터,4905,362,13.549723756906078,146,52852,2011,0.18000994530084535
2024-03-08,재활용 센터,6267,5477,1.1442395471973708,155,848935,2071,2.64461612747465
2024-03-08,재활용 법률,4118,3014,1.3662906436629065,13,39182,1046,2.881453154875717
2024-03-08,재활용의 중요성,7715,3667,2.103899645486774,141,517047,1870,1.9609625668449198
2024-03-08,재활용 통계,9566,5249,1.8224423699752335,18,94482,1438,3.6502086230876216
2024-03-08,재활용 쓰레기,7548,6994,1.0792107520732057,2,13988,2003,3.491762356465302
2024-03-08,재활용 아이디어,5293,5093,1.039269585705871,18,91674,1316,3.8700607902735564
2024-03-08,재활용 방법,9887,5034,1.9640444974175606,150,755100,2050,2.455609756097561
2024-03-09,재활용 교육,6495,4993,1.3008211496094533,148,738964,2761,1.8084027526258601
2024-03-09,재활용 쓰레기,2431,1783,1.363432417274257,161,287063,64,27.859375
2024-03-10,재활용 법률,3698,685,5.398540145985401,185,126725,2696,0.25408011869436203
2024-03-10,재활용 교육,1346,1031,1.3055286129970902,40,41240,368,2.801630434782609
2024-03-10,재활용 분리 배출,5276,1938,2.7223942208462333,185,358530,1939,0.999484270242393
2024-03-10,재활용 방법,3177,1851,1.7163695299837924,42,77742,3028,0.6112945838837517
2024-03-10,재활용 통계,3555,1408,2.5248579545454546,127,178816,2717,0.5182186234817814
2024-03-10,재활용 센터,8162,2143,3.8086794213719086,27,57861,2316,0.9253022452504318
2024-03-11,재활용 분리 배출,2210,1178,1.8760611205432938,180,212040,2999,0.3927975991997332
2024-03-11,재활용 방법,674,301,2.2392026578073088,97,29197,2247,0.13395638629283488
2024-03-11,재활용의 중요성,7661,3713,2.0632911392405062,48,178224,1908,1.9460167714884695
2024-03-11,재활용 아이디어,233,134,1.7388059701492538,62,8308,2937,0.045624787197820905
2024-03-11,재활용 센터,8699,3242,2.6832202344231955,196,635432,482,6.726141078838174
2024-03-11,플라스틱 재활용,929,827,1.1233373639661426,123,101721,2324,0.35585197934595525
2024-03-11,재활용 통계,5187,2707,1.9161433321019579,112,303184,187,14.475935828877006
2024-03-11,재활용 쓰레기,9261,5294,1.7493388741972045,88,465872,24,220.58333333333334
2024-03-11,재활용 법률,2979,543,5.486187845303867,22,11946,1320,0.4113636363636364
2024-03-12,재활용 법률,248,227,1.092511013215859,109,24743,2351,0.09655465759251382
2024-03-12,재활용 교육,1889,8,236.125,24,192,1137,0.007036059806508356
2024-03-13,재활용 법률,749,652,1.1487730061349692,66,43032,1303,0.5003837298541827
2024-03-13,재활용 방법,7619,6574,1.1589595375722543,116,762584,1824,3.6041666666666665
2024-03-13,재활용 쓰레기,90,83,1.0843373493975903,116,9628,2527,0.032845271072417886
2024-03-13,플라스틱 재활용,9528,179,53.229050279329606,34,6086,582,0.3075601374570447
2024-03-14,재활용 분리 배출,5766,3123,1.846301633045149,139,434097,1606,1.9445828144458281
2024-03-14,재활용 방법,9374,7823,1.1982615364949507,101,790123,722,10.835180055401661
2024-03-14,재활용의 중요성,9709,1707,5.687756297598125,74,126318,842,2.027315914489311
2024-03-14,플라스틱 재활용,4064,1306,3.111791730474732,152,198512,324,4.030864197530864
2024-03-14,재활용 아이디어,657,558,1.1774193548387097,168,93744,2995,0.18631051752921535
2024-03-14,재활용 쓰레기,9385,2993,3.1356498496491816,87,260391,2768,1.08128612716763
2024-03-15,재활용의 중요성,4953,4810,1.0297297297297296,123,591630,139,34.60431654676259
2024-03-15,재활용 방법,246,213,1.1549295774647887,164,34932,996,0.21385542168674698
2024-03-15,재활용 분리 배출,9648,4661,2.0699420725166275,179,834319,1879,2.4805747738158597
2024-03-15,재활용 통계,2557,2457,1.0407000407000406,44,108108,66,37.22727272727273
2024-03-15,재활용 센터,508,340,1.4941176470588236,177,60180,570,0.5964912280701754
2024-03-15,재활용 쓰레기,4806,4411,1.08954885513489,66,291126,118,37.38135593220339
2024-03-15,재활용 아이디어,1865,99,18.838383838383837,92,9108,1003,0.09870388833499502
2024-03-15,재활용 법률,7464,2151,3.470013947001395,35,75285,1435,1.4989547038327526
2024-03-15,재활용 교육,896,689,1.3004354136429608,75,51675,2164,0.3183918669131238
2024-03-15,플라스틱 재활용,4908,1343,3.654504839910648,38,51034,1017,1.32055063913471
2024-03-16,재활용 방법,756,418,1.8086124401913874,171,71478,2963,0.14107323658454268
2024-03-16,재활용 아이디어,4394,986,4.456389452332657,80,78880,1138,0.8664323374340949
2024-03-16,플라스틱 재활용,2385,1477,1.6147596479350035,150,221550,1031,1.4325897187196897
2024-03-16,재활용 분리 배출,3135,2924,1.0721614227086183,9,26316,1964,1.4887983706720977
2024-03-16,재활용 법률,5422,3718,1.4583109198493813,94,349492,1400,2.6557142857142857
2024-03-16,재활용 센터,3684,604,6.099337748344371,130,78520,1388,0.43515850144092216
2024-03-17,재활용 방법,7335,2289,3.2044560943643514,67,153363,1438,1.5917941585535467
2024-03-17,재활용 분리 배출,8289,6310,1.3136291600633914,113,713030,662,9.531722054380664
2024-03-17,재활용 통계,4939,4925,1.0028426395939087,46,226550,2115,2.3286052009456264
2024-03-17,재활용 아이디어,3991,1526,2.6153342070773262,190,289940,2270,0.6722466960352423
2024-03-18,재활용 센터,8675,8436,1.028330962541489,140,1181040,2095,4.02673031026253
2024-03-18,재활용 아이디어,6632,2144,3.093283582089552,108,231552,1310,1.6366412213740458
2024-03-18,플라스틱 재활용,532,361,1.4736842105263157,47,16967,1353,0.2668144863266814
2024-03-18,재활용의 중요성,8848,572,15.468531468531468,46,26312,1743,0.32816982214572576
2024-03-19,플라스틱 재활용,7306,2201,3.319400272603362,152,334552,1116,1.9722222222222223
2024-03-19,재활용 통계,2984,2273,1.3128024637043554,155,352315,53,42.886792452830186
2024-03-19,재활용 교육,2609,1032,2.5281007751937983,135,139320,714,1.4453781512605042
2024-03-19,재활용 센터,3696,3344,1.105263157894737,39,130416,2342,1.4278394534585823
2024-03-19,재활용 법률,9607,9580,1.0028183716075156,41,392780,1451,6.602343211578222
2024-03-19,재활용 쓰레기,9849,3105,3.1719806763285026,31,96255,917,3.386041439476554
2024-03-19,재활용 아이디어,9836,8666,1.1350103854142626,20,173320,1303,6.650805832693783
2024-03-19,재활용의 중요성,8423,5888,1.4305366847826086,38,223744,828,7.111111111111111
2024-03-19,재활용 방법,7080,2189,3.23435358611238,168,367752,1046,2.092734225621415
2024-03-19,재활용 분리 배출,7464,5531,1.3494847224733322,178,984518,2188,2.5278793418647165
2024-03-20,재활용 쓰레기,2898,868,3.338709677419355,163,141484,436,1.9908256880733946
2024-03-20,재활용 통계,5870,51,115.09803921568627,147,7497,2000,0.0255
2024-03-20,플라스틱 재활용,9462,845,11.197633136094675,119,100555,2905,0.2908777969018933
2024-03-21,재활용 쓰레기,823,651,1.2642089093701996,43,27993,2838,0.22938689217758984
2024-03-21,재활용 아이디어,290,190,1.5263157894736843,158,30020,614,0.30944625407166126
2024-03-21,재활용 법률,1565,868,1.8029953917050692,29,25172,1814,0.4785005512679162
2024-03-21,재활용 방법,4257,615,6.921951219512195,71,43665,2422,0.2539223781998348
2024-03-21,재활용의 중요성,1420,1192,1.191275167785235,139,165688,1377,0.8656499636891793
2024-03-21,재활용 분리 배출,8469,2976,2.845766129032258,121,360096,2713,1.096940656100258
2024-03-21,재활용 통계,5508,592,9.304054054054054,185,109520,549,1.0783242258652095
2024-03-21,플라스틱 재활용,7542,4612,1.6352992194275802,176,811712,618,7.4627831715210355
2024-03-21,재활용 센터,7628,7614,1.0018387181507749,106,807084,552,13.793478260869565
2024-03-21,재활용 교육,611,223,2.7399103139013454,115,25645,2837,0.07860415932322876
2024-03-22,재활용 분리 배출,8968,5391,1.6635132628454832,65,350415,1603,3.363069245165315
2024-03-22,재활용 아이디어,4089,1876,2.179637526652452,51,95676,555,3.3801801801801803
2024-03-22,재활용 방법,829,582,1.4243986254295533,58,33756,1133,0.5136804942630185
2024-03-22,재활용의 중요성,3566,2084,1.7111324376199617,173,360532,947,2.200633579725449
2024-03-22,플라스틱 재활용,4681,1839,2.545405111473627,14,25746,1291,1.4244771494965143
2024-03-22,재활용 법률,805,422,1.9075829383886256,121,51062,2784,0.15158045977011494
2024-03-22,재활용 쓰레기,2886,2610,1.1057471264367815,160,417600,2435,1.0718685831622177
2024-03-22,재활용 통계,9297,7616,1.220719537815126,194,1477504,1076,7.078066914498141
2024-03-23,재활용 센터,5749,808,7.11509900990099,83,67064,2375,0.34021052631578946
2024-03-23,재활용의 중요성,1232,356,3.460674157303371,84,29904,1775,0.20056338028169013
2024-03-24,재활용 방법,9851,9497,1.0372749289249237,146,1386562,2572,3.692457231726283
2024-03-25,재활용 법률,3506,2994,1.1710086840347362,177,529938,607,4.932454695222405
2024-03-25,재활용 아이디어,9011,611,14.747954173486088,1,611,2739,0.2230741146403797
2024-03-25,재활용 센터,5744,5460,1.052014652014652,57,311220,1233,4.428223844282239
